date,predicted_return,actual_return,predicted_direction,actual_direction,p10,p25,p50,p75,p90,direction_correct,within_p10_p90,abs_error
2023-01-01,7.041172624372365,39.835556219679205,1,1,-23.019097834764978,-8.693500194082338,7.041172624372365,22.77584544282707,37.10144308350971,True,False,32.79438359530684
2023-02-01,7.422502666178259,0.0348771067329778,1,0,-22.801296278261127,-8.397767093801733,7.422502666178259,23.24277242615825,37.64630161061765,False,True,7.387625559445281
2023-03-01,7.337587429862796,23.031275933019145,1,1,-22.727076038690583,-8.399384854458116,7.337587429862796,23.074559714183707,37.40225089841618,True,True,15.693688503156348
2023-04-01,7.515924799216845,2.7751556410733347,1,1,-22.452058532032883,-8.170441475734183,7.515924799216845,23.202291074167874,37.483908130466574,True,True,4.74076915814351
2023-05-01,7.462657730024221,-7.0011342199917,1,-1,-22.34150825648438,-8.137960403538877,7.462657730024221,23.063275863587318,37.26682371653282,False,True,14.46379195001592
2023-06-01,7.301948930579599,11.967798146804087,1,1,-22.398487693430774,-8.24437336480083,7.301948930579599,22.848271225960026,37.00238555458997,True,True,4.665849216224489
2023-07-01,7.353221998889758,-4.092037651288716,1,-1,-22.188386045632928,-8.109963461915086,7.353221998889758,22.816407459694602,36.89483004341244,False,True,11.445259650178475
2023-08-01,7.228817002692166,-11.285070504336648,1,-1,-22.18970191126484,-8.169938991332204,7.228817002692166,22.627572996716538,36.64733591664917,False,True,18.513887507028812
2023-09-01,7.029742943476802,3.9968549920561314,1,1,-22.33146857656844,-8.33901621154688,7.029742943476802,22.398502098500483,36.39095446352204,True,True,3.032887951420671
2023-10-01,6.997478178036157,28.55194754356902,1,1,-22.20819563451673,-8.289866708221997,6.997478178036157,22.284823064294308,36.20315199058904,True,True,21.554469365532864
2023-11-01,7.224367329252291,8.783270039094294,1,1,-21.963126120215403,-8.053461273203457,7.224367329252291,22.502195931708037,36.41186077871998,True,True,1.5589027098420027
2023-12-01,7.24060589914648,12.071360157473276,1,1,-21.793577016701935,-7.9569742208679255,7.24060589914648,22.438186019160888,36.27478881499489,True,True,4.830754258326795
2024-01-01,7.2904074894385085,0.7510151676246579,1,1,-21.598982632340714,-7.831382652430302,7.2904074894385085,22.41219763130732,36.17979761121773,True,True,6.5393923218138506
2024-02-01,7.223678996358776,43.716858418659974,1,1,-21.528846261325526,-7.826470943210351,7.223678996358776,22.273828935927902,35.976204254043076,True,False,36.493179422301196
2024-03-01,7.5922969703214145,16.561329171152273,1,1,-21.39583406868815,-7.581177870410154,7.5922969703214145,22.765771811052982,36.58042800933098,True,True,8.96903220083086
2024-04-01,7.6819872923297225,-14.995437921729394,1,-1,-21.182207321175994,-7.426614575677176,7.6819872923297225,22.790589160336623,36.54618190583544,False,True,22.677425214059117
2024-05-01,7.457458329814286,11.304277803921714,1,1,-21.40692488128218,-7.651242257244021,7.457458329814286,22.566158916872592,36.321841540910754,True,True,3.846819474107428
2024-06-01,7.495172246227105,-7.131456883230869,1,-1,-21.230100235648024,-7.540712568504407,7.495172246227105,22.531057060958616,36.22044472810223,False,True,14.626629129457974
2024-07-01,7.353166138174115,3.0966973402063003,1,1,-21.29041484204948,-7.639958281161673,7.353166138174115,22.346290557509903,35.99674711839771,True,True,4.256468797967814
2024-08-01,7.312238553578269,-8.742521094720225,1,-1,-21.196962981743518,-7.610546625066729,7.312238553578269,22.23502373222327,35.821440088900054,False,True,16.054759648298493
2024-09-01,7.159336080737331,7.392927032290175,1,1,-21.283262196922394,-7.728586455225182,7.159336080737331,22.047258616699843,35.60193435839706,True,True,0.23359095155284404
2024-10-01,7.161539768959528,10.872796248193971,1,1,-21.145308438470863,-7.655326089617317,7.161539768959528,21.978405627536375,35.46838797638992,True,True,3.711256479234443
2024-11-01,7.196224408952373,37.36209803256596,1,1,-20.98052723157356,-7.5525440278854195,7.196224408952373,21.944992845790168,35.372976049478304,True,False,30.165873623613585
2024-12-01,7.4755380536154625,-3.1310328258628117,1,-1,-20.8142863589441,-7.332416912333683,7.4755380536154625,22.28349301956461,35.76536246617502,False,True,10.606570879478275
2025-01-01,7.3782300638954785,9.607082167329573,1,1,-20.810328755053888,-7.376718692898332,7.3782300638954785,22.133178820689288,35.56678888284485,True,True,2.228852103434094
